num_demands,seed,state,demand_id,bandwidth,ip_source,ip_target,optical_source,optical_target,ip_path,optical_mapped_path,ip_link_lightpaths
40,40042,initial,d29,95,0,5,1,5,0 -> 3 -> 4 -> 5,1 -> 9 -> 6 -> 5,"IP 0->3 maps OPT 1->9: LP#51: 1 -> 6 -> 9 [slot=1-1, slots=1]; LP#52: 1 -> 5 -> 7 -> 3 -> 6 -> 9 [slot=11-11, slots=1]; LP#53: 1 -> 8 -> 4 -> 2 -> 6 -> 9 [slot=16-16, slots=1]; LP#54: 1 -> 5 -> 9 [slot=0-0, slots=1]; LP#55: 1 -> 8 -> 7 -> 5 -> 9 [slot=17-17, slots=1]; LP#56: 1 -> 6 -> 2 -> 7 -> 5 -> 9 [slot=16-16, slots=1]; LP#57: 1 -> 8 -> 7 -> 3 -> 6 -> 9 [slot=18-18, slots=1] | IP 3->4 maps OPT 9->6: LP#64: 9 -> 5 -> 7 -> 2 -> 4 -> 8 -> 1 -> 6 [slot=17-17, slots=1]; LP#65: 9 -> 5 -> 7 -> 3 -> 6 [slot=16-16, slots=1]; LP#66: 9 -> 5 -> 1 -> 6 [slot=6-6, slots=1]; LP#67: 9 -> 5 -> 7 -> 2 -> 4 -> 8 -> 1 -> 6 [slot=18-18, slots=1] | IP 4->5 maps OPT 6->5: LP#68: 6 -> 3 -> 7 -> 8 -> 1 -> 5 [slot=14-14, slots=1]; LP#69: 6 -> 1 -> 5 [slot=2-2, slots=1]; LP#70: 6 -> 2 -> 4 -> 8 -> 1 -> 5 [slot=23-23, slots=1]; LP#71: 6 -> 1 -> 8 -> 7 -> 5 [slot=15-15, slots=1]; LP#72: 6 -> 1 -> 5 [slot=4-4, slots=1]; LP#73: 6 -> 2 -> 7 -> 8 -> 1 -> 5 [slot=10-10, slots=1]; LP#74: 6 -> 9 -> 5 [slot=10-10, slots=1]; LP#75: 6 -> 2 -> 4 -> 8 -> 1 -> 5 [slot=24-24, slots=1]; LP#76: 6 -> 3 -> 7 -> 5 [slot=13-13, slots=1]; LP#77: 6 -> 1 -> 8 -> 7 -> 5 [slot=23-23, slots=1]"
40,40042,initial,d30,73,2,1,4,0,2 -> 3 -> 4 -> 5 -> 1,4 -> 9 -> 6 -> 5 -> 0,"IP 2->3 maps OPT 4->9: LP#44: 4 -> 8 -> 1 -> 6 -> 9 [slot=4-4, slots=1]; LP#45: 4 -> 2 -> 7 -> 5 -> 9 [slot=12-12, slots=1]; LP#46: 4 -> 2 -> 7 -> 5 -> 9 [slot=14-14, slots=1]; LP#47: 4 -> 2 -> 7 -> 3 -> 6 -> 9 [slot=15-15, slots=1] | IP 3->4 maps OPT 9->6: LP#64: 9 -> 5 -> 7 -> 2 -> 4 -> 8 -> 1 -> 6 [slot=17-17, slots=1]; LP#65: 9 -> 5 -> 7 -> 3 -> 6 [slot=16-16, slots=1]; LP#66: 9 -> 5 -> 1 -> 6 [slot=6-6, slots=1]; LP#67: 9 -> 5 -> 7 -> 2 -> 4 -> 8 -> 1 -> 6 [slot=18-18, slots=1] | IP 4->5 maps OPT 6->5: LP#68: 6 -> 3 -> 7 -> 8 -> 1 -> 5 [slot=14-14, slots=1]; LP#69: 6 -> 1 -> 5 [slot=2-2, slots=1]; LP#70: 6 -> 2 -> 4 -> 8 -> 1 -> 5 [slot=23-23, slots=1]; LP#71: 6 -> 1 -> 8 -> 7 -> 5 [slot=15-15, slots=1]; LP#72: 6 -> 1 -> 5 [slot=4-4, slots=1]; LP#73: 6 -> 2 -> 7 -> 8 -> 1 -> 5 [slot=10-10, slots=1]; LP#74: 6 -> 9 -> 5 [slot=10-10, slots=1]; LP#75: 6 -> 2 -> 4 -> 8 -> 1 -> 5 [slot=24-24, slots=1]; LP#76: 6 -> 3 -> 7 -> 5 [slot=13-13, slots=1]; LP#77: 6 -> 1 -> 8 -> 7 -> 5 [slot=23-23, slots=1] | IP 5->1 maps OPT 5->0: LP#83: 5 -> 1 -> 6 -> 2 -> 7 -> 8 -> 4 -> 0 [slot=7-7, slots=1]; LP#84: 5 -> 7 -> 2 -> 4 -> 0 [slot=19-19, slots=1]; LP#85: 5 -> 1 -> 6 -> 3 -> 7 -> 2 -> 4 -> 0 [slot=25-25, slots=1]; LP#86: 5 -> 1 -> 8 -> 4 -> 0 [slot=24-24, slots=1]; LP#87: 5 -> 7 -> 2 -> 6 -> 1 -> 8 -> 4 -> 0 [slot=26-26, slots=1]; LP#88: 5 -> 1 -> 6 -> 3 -> 7 -> 8 -> 4 -> 0 [slot=15-15, slots=1]; LP#89: 5 -> 7 -> 2 -> 4 -> 0 [slot=21-21, slots=1]; LP#90: 5 -> 1 -> 8 -> 7 -> 2 -> 4 -> 0 [slot=27-27, slots=1]; LP#91: 5 -> 1 -> 6 -> 2 -> 7 -> 8 -> 4 -> 0 [slot=28-28, slots=1]"
40,40042,initial,d31,50,0,4,1,6,0 -> 5 -> 1 -> 3 -> 4,1 -> 5 -> 0 -> 9 -> 6,"IP 0->5 maps OPT 1->5: LP#7: 1 -> 8 -> 7 -> 3 -> 6 -> 9 -> 5 [slot=2-2, slots=1]; LP#8: 1 -> 8 -> 4 -> 2 -> 7 -> 5 [slot=0-0, slots=1]; LP#9: 1 -> 8 -> 7 -> 2 -> 6 -> 9 -> 5 [slot=3-3, slots=1]; LP#10: 1 -> 8 -> 4 -> 2 -> 7 -> 5 [slot=5-5, slots=1] | IP 5->1 maps OPT 5->0: LP#83: 5 -> 1 -> 6 -> 2 -> 7 -> 8 -> 4 -> 0 [slot=7-7, slots=1]; LP#84: 5 -> 7 -> 2 -> 4 -> 0 [slot=19-19, slots=1]; LP#85: 5 -> 1 -> 6 -> 3 -> 7 -> 2 -> 4 -> 0 [slot=25-25, slots=1]; LP#86: 5 -> 1 -> 8 -> 4 -> 0 [slot=24-24, slots=1]; LP#87: 5 -> 7 -> 2 -> 6 -> 1 -> 8 -> 4 -> 0 [slot=26-26, slots=1]; LP#88: 5 -> 1 -> 6 -> 3 -> 7 -> 8 -> 4 -> 0 [slot=15-15, slots=1]; LP#89: 5 -> 7 -> 2 -> 4 -> 0 [slot=21-21, slots=1]; LP#90: 5 -> 1 -> 8 -> 7 -> 2 -> 4 -> 0 [slot=27-27, slots=1]; LP#91: 5 -> 1 -> 6 -> 2 -> 7 -> 8 -> 4 -> 0 [slot=28-28, slots=1] | IP 1->3 maps OPT 0->9: LP#58: 0 -> 4 -> 2 -> 7 -> 5 -> 9 [slot=18-18, slots=1]; LP#59: 0 -> 4 -> 2 -> 7 -> 3 -> 6 -> 9 [slot=17-17, slots=1]; LP#60: 0 -> 4 -> 8 -> 7 -> 5 -> 9 [slot=19-19, slots=1]; LP#61: 0 -> 4 -> 2 -> 6 -> 1 -> 5 -> 9 [slot=20-20, slots=1]; LP#62: 0 -> 4 -> 8 -> 7 -> 5 -> 9 [slot=21-21, slots=1]; LP#63: 0 -> 4 -> 2 -> 6 -> 1 -> 5 -> 9 [slot=22-22, slots=1] | IP 3->4 maps OPT 9->6: LP#64: 9 -> 5 -> 7 -> 2 -> 4 -> 8 -> 1 -> 6 [slot=17-17, slots=1]; LP#65: 9 -> 5 -> 7 -> 3 -> 6 [slot=16-16, slots=1]; LP#66: 9 -> 5 -> 1 -> 6 [slot=6-6, slots=1]; LP#67: 9 -> 5 -> 7 -> 2 -> 4 -> 8 -> 1 -> 6 [slot=18-18, slots=1]"
40,40042,initial,d32,92,0,1,1,0,0 -> 4 -> 3 -> 1,1 -> 6 -> 9 -> 0,"IP 0->4 maps OPT 1->6: LP#16: 1 -> 8 -> 7 -> 2 -> 6 [slot=6-6, slots=1]; LP#17: 1 -> 8 -> 7 -> 5 -> 9 -> 6 [slot=7-7, slots=1]; LP#18: 1 -> 5 -> 7 -> 3 -> 6 [slot=6-6, slots=1]; LP#19: 1 -> 8 -> 7 -> 5 -> 9 -> 6 [slot=8-8, slots=1]; LP#20: 1 -> 8 -> 4 -> 2 -> 7 -> 3 -> 6 [slot=4-4, slots=1]; LP#21: 1 -> 5 -> 7 -> 3 -> 6 [slot=7-7, slots=1]; LP#22: 1 -> 8 -> 7 -> 5 -> 9 -> 6 [slot=9-9, slots=1]; LP#23: 1 -> 8 -> 4 -> 2 -> 6 [slot=10-10, slots=1] | IP 4->3 maps OPT 6->9: LP#24: 6 -> 3 -> 7 -> 8 -> 1 -> 5 -> 9 [slot=1-1, slots=1]; LP#25: 6 -> 3 -> 7 -> 5 -> 9 [slot=2-2, slots=1]; LP#26: 6 -> 1 -> 5 -> 9 [slot=3-3, slots=1]; LP#27: 6 -> 3 -> 7 -> 5 -> 9 [slot=6-6, slots=1] | IP 3->1 maps OPT 9->0: LP#28: 9 -> 5 -> 7 -> 2 -> 4 -> 0 [slot=8-8, slots=1]; LP#29: 9 -> 5 -> 1 -> 8 -> 4 -> 0 [slot=11-11, slots=1]; LP#30: 9 -> 6 -> 1 -> 8 -> 4 -> 0 [slot=12-12, slots=1]; LP#31: 9 -> 5 -> 1 -> 6 -> 2 -> 4 -> 0 [slot=5-5, slots=1]; LP#32: 9 -> 6 -> 2 -> 7 -> 8 -> 4 -> 0 [slot=6-6, slots=1]; LP#33: 9 -> 6 -> 2 -> 7 -> 8 -> 4 -> 0 [slot=13-13, slots=1]; LP#34: 9 -> 5 -> 7 -> 2 -> 4 -> 0 [slot=9-9, slots=1]; LP#35: 9 -> 5 -> 1 -> 8 -> 7 -> 2 -> 4 -> 0 [slot=14-14, slots=1]; LP#36: 9 -> 6 -> 3 -> 7 -> 2 -> 4 -> 0 [slot=10-10, slots=1]"
40,40042,initial,d33,46,4,2,6,4,4 -> 5 -> 0 -> 3 -> 2,6 -> 5 -> 1 -> 9 -> 4,"IP 4->5 maps OPT 6->5: LP#68: 6 -> 3 -> 7 -> 8 -> 1 -> 5 [slot=14-14, slots=1]; LP#69: 6 -> 1 -> 5 [slot=2-2, slots=1]; LP#70: 6 -> 2 -> 4 -> 8 -> 1 -> 5 [slot=23-23, slots=1]; LP#71: 6 -> 1 -> 8 -> 7 -> 5 [slot=15-15, slots=1]; LP#72: 6 -> 1 -> 5 [slot=4-4, slots=1]; LP#73: 6 -> 2 -> 7 -> 8 -> 1 -> 5 [slot=10-10, slots=1]; LP#74: 6 -> 9 -> 5 [slot=10-10, slots=1]; LP#75: 6 -> 2 -> 4 -> 8 -> 1 -> 5 [slot=24-24, slots=1]; LP#76: 6 -> 3 -> 7 -> 5 [slot=13-13, slots=1]; LP#77: 6 -> 1 -> 8 -> 7 -> 5 [slot=23-23, slots=1] | IP 5->0 maps OPT 5->1: LP#48: 5 -> 9 -> 6 -> 2 -> 4 -> 8 -> 1 [slot=15-15, slots=1]; LP#49: 5 -> 7 -> 2 -> 4 -> 8 -> 1 [slot=12-12, slots=1]; LP#50: 5 -> 7 -> 3 -> 6 -> 1 [slot=10-10, slots=1] | IP 0->3 maps OPT 1->9: LP#51: 1 -> 6 -> 9 [slot=1-1, slots=1]; LP#52: 1 -> 5 -> 7 -> 3 -> 6 -> 9 [slot=11-11, slots=1]; LP#53: 1 -> 8 -> 4 -> 2 -> 6 -> 9 [slot=16-16, slots=1]; LP#54: 1 -> 5 -> 9 [slot=0-0, slots=1]; LP#55: 1 -> 8 -> 7 -> 5 -> 9 [slot=17-17, slots=1]; LP#56: 1 -> 6 -> 2 -> 7 -> 5 -> 9 [slot=16-16, slots=1]; LP#57: 1 -> 8 -> 7 -> 3 -> 6 -> 9 [slot=18-18, slots=1] | IP 3->2 maps OPT 9->4: LP#78: 9 -> 5 -> 1 -> 8 -> 7 -> 2 -> 4 [slot=20-20, slots=1]; LP#79: 9 -> 5 -> 1 -> 8 -> 4 [slot=19-19, slots=1]; LP#80: 9 -> 5 -> 1 -> 8 -> 4 [slot=21-21, slots=1]; LP#81: 9 -> 5 -> 1 -> 6 -> 2 -> 4 [slot=22-22, slots=1]; LP#82: 9 -> 6 -> 3 -> 7 -> 2 -> 4 [slot=11-11, slots=1]"
40,40042,initial,d34,61,4,5,6,5,4 -> 0 -> 3 -> 1 -> 5,6 -> 1 -> 9 -> 0 -> 5,"IP 4->0 maps OPT 6->1: LP#92: 6 -> 9 -> 5 -> 7 -> 8 -> 1 [slot=25-25, slots=1]; LP#93: 6 -> 3 -> 7 -> 8 -> 1 [slot=5-5, slots=1]; LP#94: 6 -> 3 -> 7 -> 2 -> 4 -> 8 -> 1 [slot=7-7, slots=1]; LP#95: 6 -> 3 -> 7 -> 8 -> 1 [slot=8-8, slots=1] | IP 0->3 maps OPT 1->9: LP#51: 1 -> 6 -> 9 [slot=1-1, slots=1]; LP#52: 1 -> 5 -> 7 -> 3 -> 6 -> 9 [slot=11-11, slots=1]; LP#53: 1 -> 8 -> 4 -> 2 -> 6 -> 9 [slot=16-16, slots=1]; LP#54: 1 -> 5 -> 9 [slot=0-0, slots=1]; LP#55: 1 -> 8 -> 7 -> 5 -> 9 [slot=17-17, slots=1]; LP#56: 1 -> 6 -> 2 -> 7 -> 5 -> 9 [slot=16-16, slots=1]; LP#57: 1 -> 8 -> 7 -> 3 -> 6 -> 9 [slot=18-18, slots=1] | IP 3->1 maps OPT 9->0: LP#28: 9 -> 5 -> 7 -> 2 -> 4 -> 0 [slot=8-8, slots=1]; LP#29: 9 -> 5 -> 1 -> 8 -> 4 -> 0 [slot=11-11, slots=1]; LP#30: 9 -> 6 -> 1 -> 8 -> 4 -> 0 [slot=12-12, slots=1]; LP#31: 9 -> 5 -> 1 -> 6 -> 2 -> 4 -> 0 [slot=5-5, slots=1]; LP#32: 9 -> 6 -> 2 -> 7 -> 8 -> 4 -> 0 [slot=6-6, slots=1]; LP#33: 9 -> 6 -> 2 -> 7 -> 8 -> 4 -> 0 [slot=13-13, slots=1]; LP#34: 9 -> 5 -> 7 -> 2 -> 4 -> 0 [slot=9-9, slots=1]; LP#35: 9 -> 5 -> 1 -> 8 -> 7 -> 2 -> 4 -> 0 [slot=14-14, slots=1]; LP#36: 9 -> 6 -> 3 -> 7 -> 2 -> 4 -> 0 [slot=10-10, slots=1] | IP 1->5 maps OPT 0->5: LP#37: 0 -> 4 -> 8 -> 7 -> 5 [slot=10-10, slots=1]; LP#38: 0 -> 4 -> 2 -> 6 -> 9 -> 5 [slot=7-7, slots=1]; LP#39: 0 -> 4 -> 2 -> 6 -> 1 -> 5 [slot=8-8, slots=1]; LP#40: 0 -> 4 -> 8 -> 7 -> 3 -> 6 -> 1 -> 5 [slot=5-5, slots=1]; LP#41: 0 -> 4 -> 8 -> 1 -> 6 -> 2 -> 7 -> 5 [slot=11-11, slots=1]; LP#42: 0 -> 4 -> 8 -> 7 -> 3 -> 6 -> 1 -> 5 [slot=13-13, slots=1]; LP#43: 0 -> 4 -> 2 -> 6 -> 1 -> 5 [slot=9-9, slots=1]"
40,40042,initial,d35,60,3,1,9,0,3 -> 0 -> 4 -> 5 -> 1,9 -> 1 -> 6 -> 5 -> 0,"IP 3->0 maps OPT 9->1: LP#0: 9 -> 5 -> 7 -> 3 -> 6 -> 1 [slot=0-0, slots=1]; LP#1: 9 -> 5 -> 7 -> 2 -> 6 -> 1 [slot=1-1, slots=1]; LP#2: 9 -> 6 -> 3 -> 7 -> 8 -> 1 [slot=0-0, slots=1]; LP#3: 9 -> 6 -> 2 -> 7 -> 5 -> 1 [slot=1-1, slots=1]; LP#4: 9 -> 6 -> 2 -> 4 -> 8 -> 1 [slot=2-2, slots=1]; LP#5: 9 -> 6 -> 2 -> 7 -> 5 -> 1 [slot=3-3, slots=1]; LP#6: 9 -> 6 -> 3 -> 7 -> 5 -> 1 [slot=4-4, slots=1] | IP 0->4 maps OPT 1->6: LP#16: 1 -> 8 -> 7 -> 2 -> 6 [slot=6-6, slots=1]; LP#17: 1 -> 8 -> 7 -> 5 -> 9 -> 6 [slot=7-7, slots=1]; LP#18: 1 -> 5 -> 7 -> 3 -> 6 [slot=6-6, slots=1]; LP#19: 1 -> 8 -> 7 -> 5 -> 9 -> 6 [slot=8-8, slots=1]; LP#20: 1 -> 8 -> 4 -> 2 -> 7 -> 3 -> 6 [slot=4-4, slots=1]; LP#21: 1 -> 5 -> 7 -> 3 -> 6 [slot=7-7, slots=1]; LP#22: 1 -> 8 -> 7 -> 5 -> 9 -> 6 [slot=9-9, slots=1]; LP#23: 1 -> 8 -> 4 -> 2 -> 6 [slot=10-10, slots=1] | IP 4->5 maps OPT 6->5: LP#68: 6 -> 3 -> 7 -> 8 -> 1 -> 5 [slot=14-14, slots=1]; LP#69: 6 -> 1 -> 5 [slot=2-2, slots=1]; LP#70: 6 -> 2 -> 4 -> 8 -> 1 -> 5 [slot=23-23, slots=1]; LP#71: 6 -> 1 -> 8 -> 7 -> 5 [slot=15-15, slots=1]; LP#72: 6 -> 1 -> 5 [slot=4-4, slots=1]; LP#73: 6 -> 2 -> 7 -> 8 -> 1 -> 5 [slot=10-10, slots=1]; LP#74: 6 -> 9 -> 5 [slot=10-10, slots=1]; LP#75: 6 -> 2 -> 4 -> 8 -> 1 -> 5 [slot=24-24, slots=1]; LP#76: 6 -> 3 -> 7 -> 5 [slot=13-13, slots=1]; LP#77: 6 -> 1 -> 8 -> 7 -> 5 [slot=23-23, slots=1] | IP 5->1 maps OPT 5->0: LP#83: 5 -> 1 -> 6 -> 2 -> 7 -> 8 -> 4 -> 0 [slot=7-7, slots=1]; LP#84: 5 -> 7 -> 2 -> 4 -> 0 [slot=19-19, slots=1]; LP#85: 5 -> 1 -> 6 -> 3 -> 7 -> 2 -> 4 -> 0 [slot=25-25, slots=1]; LP#86: 5 -> 1 -> 8 -> 4 -> 0 [slot=24-24, slots=1]; LP#87: 5 -> 7 -> 2 -> 6 -> 1 -> 8 -> 4 -> 0 [slot=26-26, slots=1]; LP#88: 5 -> 1 -> 6 -> 3 -> 7 -> 8 -> 4 -> 0 [slot=15-15, slots=1]; LP#89: 5 -> 7 -> 2 -> 4 -> 0 [slot=21-21, slots=1]; LP#90: 5 -> 1 -> 8 -> 7 -> 2 -> 4 -> 0 [slot=27-27, slots=1]; LP#91: 5 -> 1 -> 6 -> 2 -> 7 -> 8 -> 4 -> 0 [slot=28-28, slots=1]"
40,40042,initial,d36,41,2,0,4,1,2 -> 3 -> 1 -> 5 -> 4 -> 0,4 -> 9 -> 0 -> 5 -> 6 -> 1,"IP 2->3 maps OPT 4->9: LP#44: 4 -> 8 -> 1 -> 6 -> 9 [slot=4-4, slots=1]; LP#45: 4 -> 2 -> 7 -> 5 -> 9 [slot=12-12, slots=1]; LP#46: 4 -> 2 -> 7 -> 5 -> 9 [slot=14-14, slots=1]; LP#47: 4 -> 2 -> 7 -> 3 -> 6 -> 9 [slot=15-15, slots=1] | IP 3->1 maps OPT 9->0: LP#28: 9 -> 5 -> 7 -> 2 -> 4 -> 0 [slot=8-8, slots=1]; LP#29: 9 -> 5 -> 1 -> 8 -> 4 -> 0 [slot=11-11, slots=1]; LP#30: 9 -> 6 -> 1 -> 8 -> 4 -> 0 [slot=12-12, slots=1]; LP#31: 9 -> 5 -> 1 -> 6 -> 2 -> 4 -> 0 [slot=5-5, slots=1]; LP#32: 9 -> 6 -> 2 -> 7 -> 8 -> 4 -> 0 [slot=6-6, slots=1]; LP#33: 9 -> 6 -> 2 -> 7 -> 8 -> 4 -> 0 [slot=13-13, slots=1]; LP#34: 9 -> 5 -> 7 -> 2 -> 4 -> 0 [slot=9-9, slots=1]; LP#35: 9 -> 5 -> 1 -> 8 -> 7 -> 2 -> 4 -> 0 [slot=14-14, slots=1]; LP#36: 9 -> 6 -> 3 -> 7 -> 2 -> 4 -> 0 [slot=10-10, slots=1] | IP 1->5 maps OPT 0->5: LP#37: 0 -> 4 -> 8 -> 7 -> 5 [slot=10-10, slots=1]; LP#38: 0 -> 4 -> 2 -> 6 -> 9 -> 5 [slot=7-7, slots=1]; LP#39: 0 -> 4 -> 2 -> 6 -> 1 -> 5 [slot=8-8, slots=1]; LP#40: 0 -> 4 -> 8 -> 7 -> 3 -> 6 -> 1 -> 5 [slot=5-5, slots=1]; LP#41: 0 -> 4 -> 8 -> 1 -> 6 -> 2 -> 7 -> 5 [slot=11-11, slots=1]; LP#42: 0 -> 4 -> 8 -> 7 -> 3 -> 6 -> 1 -> 5 [slot=13-13, slots=1]; LP#43: 0 -> 4 -> 2 -> 6 -> 1 -> 5 [slot=9-9, slots=1] | IP 5->4 maps OPT 5->6: LP#11: 5 -> 7 -> 8 -> 4 -> 2 -> 6 [slot=2-2, slots=1]; LP#12: 5 -> 1 -> 6 [slot=0-0, slots=1]; LP#13: 5 -> 7 -> 2 -> 6 [slot=4-4, slots=1]; LP#14: 5 -> 7 -> 8 -> 1 -> 6 [slot=3-3, slots=1]; LP#15: 5 -> 7 -> 2 -> 6 [slot=5-5, slots=1] | IP 4->0 maps OPT 6->1: LP#92: 6 -> 9 -> 5 -> 7 -> 8 -> 1 [slot=25-25, slots=1]; LP#93: 6 -> 3 -> 7 -> 8 -> 1 [slot=5-5, slots=1]; LP#94: 6 -> 3 -> 7 -> 2 -> 4 -> 8 -> 1 [slot=7-7, slots=1]; LP#95: 6 -> 3 -> 7 -> 8 -> 1 [slot=8-8, slots=1]"
40,40042,initial,d37,86,5,3,5,9,5 -> 1 -> 3,5 -> 0 -> 9,"IP 5->1 maps OPT 5->0: LP#83: 5 -> 1 -> 6 -> 2 -> 7 -> 8 -> 4 -> 0 [slot=7-7, slots=1]; LP#84: 5 -> 7 -> 2 -> 4 -> 0 [slot=19-19, slots=1]; LP#85: 5 -> 1 -> 6 -> 3 -> 7 -> 2 -> 4 -> 0 [slot=25-25, slots=1]; LP#86: 5 -> 1 -> 8 -> 4 -> 0 [slot=24-24, slots=1]; LP#87: 5 -> 7 -> 2 -> 6 -> 1 -> 8 -> 4 -> 0 [slot=26-26, slots=1]; LP#88: 5 -> 1 -> 6 -> 3 -> 7 -> 8 -> 4 -> 0 [slot=15-15, slots=1]; LP#89: 5 -> 7 -> 2 -> 4 -> 0 [slot=21-21, slots=1]; LP#90: 5 -> 1 -> 8 -> 7 -> 2 -> 4 -> 0 [slot=27-27, slots=1]; LP#91: 5 -> 1 -> 6 -> 2 -> 7 -> 8 -> 4 -> 0 [slot=28-28, slots=1] | IP 1->3 maps OPT 0->9: LP#58: 0 -> 4 -> 2 -> 7 -> 5 -> 9 [slot=18-18, slots=1]; LP#59: 0 -> 4 -> 2 -> 7 -> 3 -> 6 -> 9 [slot=17-17, slots=1]; LP#60: 0 -> 4 -> 8 -> 7 -> 5 -> 9 [slot=19-19, slots=1]; LP#61: 0 -> 4 -> 2 -> 6 -> 1 -> 5 -> 9 [slot=20-20, slots=1]; LP#62: 0 -> 4 -> 8 -> 7 -> 5 -> 9 [slot=21-21, slots=1]; LP#63: 0 -> 4 -> 2 -> 6 -> 1 -> 5 -> 9 [slot=22-22, slots=1]"
40,40042,initial,d38,38,3,5,9,5,3 -> 1 -> 5,9 -> 0 -> 5,"IP 3->1 maps OPT 9->0: LP#28: 9 -> 5 -> 7 -> 2 -> 4 -> 0 [slot=8-8, slots=1]; LP#29: 9 -> 5 -> 1 -> 8 -> 4 -> 0 [slot=11-11, slots=1]; LP#30: 9 -> 6 -> 1 -> 8 -> 4 -> 0 [slot=12-12, slots=1]; LP#31: 9 -> 5 -> 1 -> 6 -> 2 -> 4 -> 0 [slot=5-5, slots=1]; LP#32: 9 -> 6 -> 2 -> 7 -> 8 -> 4 -> 0 [slot=6-6, slots=1]; LP#33: 9 -> 6 -> 2 -> 7 -> 8 -> 4 -> 0 [slot=13-13, slots=1]; LP#34: 9 -> 5 -> 7 -> 2 -> 4 -> 0 [slot=9-9, slots=1]; LP#35: 9 -> 5 -> 1 -> 8 -> 7 -> 2 -> 4 -> 0 [slot=14-14, slots=1]; LP#36: 9 -> 6 -> 3 -> 7 -> 2 -> 4 -> 0 [slot=10-10, slots=1] | IP 1->5 maps OPT 0->5: LP#37: 0 -> 4 -> 8 -> 7 -> 5 [slot=10-10, slots=1]; LP#38: 0 -> 4 -> 2 -> 6 -> 9 -> 5 [slot=7-7, slots=1]; LP#39: 0 -> 4 -> 2 -> 6 -> 1 -> 5 [slot=8-8, slots=1]; LP#40: 0 -> 4 -> 8 -> 7 -> 3 -> 6 -> 1 -> 5 [slot=5-5, slots=1]; LP#41: 0 -> 4 -> 8 -> 1 -> 6 -> 2 -> 7 -> 5 [slot=11-11, slots=1]; LP#42: 0 -> 4 -> 8 -> 7 -> 3 -> 6 -> 1 -> 5 [slot=13-13, slots=1]; LP#43: 0 -> 4 -> 2 -> 6 -> 1 -> 5 [slot=9-9, slots=1]"
40,40042,initial,d39,31,3,5,9,5,3 -> 0 -> 5,9 -> 1 -> 5,"IP 3->0 maps OPT 9->1: LP#0: 9 -> 5 -> 7 -> 3 -> 6 -> 1 [slot=0-0, slots=1]; LP#1: 9 -> 5 -> 7 -> 2 -> 6 -> 1 [slot=1-1, slots=1]; LP#2: 9 -> 6 -> 3 -> 7 -> 8 -> 1 [slot=0-0, slots=1]; LP#3: 9 -> 6 -> 2 -> 7 -> 5 -> 1 [slot=1-1, slots=1]; LP#4: 9 -> 6 -> 2 -> 4 -> 8 -> 1 [slot=2-2, slots=1]; LP#5: 9 -> 6 -> 2 -> 7 -> 5 -> 1 [slot=3-3, slots=1]; LP#6: 9 -> 6 -> 3 -> 7 -> 5 -> 1 [slot=4-4, slots=1] | IP 0->5 maps OPT 1->5: LP#7: 1 -> 8 -> 7 -> 3 -> 6 -> 9 -> 5 [slot=2-2, slots=1]; LP#8: 1 -> 8 -> 4 -> 2 -> 7 -> 5 [slot=0-0, slots=1]; LP#9: 1 -> 8 -> 7 -> 2 -> 6 -> 9 -> 5 [slot=3-3, slots=1]; LP#10: 1 -> 8 -> 4 -> 2 -> 7 -> 5 [slot=5-5, slots=1]"
40,40042,best,d0,36,3,4,9,6,3 -> 4,9 -> 6,"IP 3->4 maps OPT 9->6: LP#67: 9 -> 5 -> 7 -> 2 -> 4 -> 8 -> 1 -> 6 [slot=18-18, slots=1]; LP#208: 9 -> 5 -> 7 -> 2 -> 4 -> 8 -> 1 -> 6 [slot=17-17, slots=1]; LP#256: 9 -> 5 -> 7 -> 8 -> 4 -> 2 -> 6 [slot=23-23, slots=1]"
