num_demands,seed,state,demand_id,bandwidth,ip_source,ip_target,optical_source,optical_target,ip_path,optical_mapped_path,ip_link_lightpaths
20,20042,lns,d9,52,0,2,1,4,0 -> 4 -> 3 -> 2,1 -> 6 -> 9 -> 4,"IP 0->4 maps OPT 1->6: LP#11: 1 -> 6 [slot=2-2, slots=1] | IP 4->3 maps OPT 6->9: LP#48: 6 -> 1 -> 8 -> 4 -> 2 -> 7 -> 5 -> 9 [slot=16-16, slots=1]; LP#49: 6 -> 2 -> 7 -> 5 -> 9 [slot=10-10, slots=1]; LP#50: 6 -> 2 -> 4 -> 8 -> 7 -> 5 -> 9 [slot=17-17, slots=1] | IP 3->2 maps OPT 9->4: LP#39: 9 -> 6 -> 1 -> 8 -> 4 [slot=5-5, slots=1]; LP#40: 9 -> 5 -> 1 -> 6 -> 2 -> 4 [slot=8-8, slots=1]; LP#41: 9 -> 5 -> 1 -> 8 -> 4 [slot=14-14, slots=1]"
20,20042,lns,d10,75,1,3,0,9,1 -> 3,0 -> 9,"IP 1->3 maps OPT 0->9: LP#7: 0 -> 4 -> 2 -> 6 -> 1 -> 5 -> 9 [slot=1-1, slots=1]; LP#8: 0 -> 4 -> 2 -> 7 -> 5 -> 9 [slot=2-2, slots=1]; LP#9: 0 -> 4 -> 2 -> 6 -> 9 [slot=3-3, slots=1]"
20,20042,lns,d11,50,2,4,4,6,2 -> 3 -> 1 -> 5 -> 4,4 -> 9 -> 0 -> 5 -> 6,"IP 2->3 maps OPT 4->9: LP#51: 4 -> 2 -> 7 -> 8 -> 1 -> 6 -> 9 [slot=13-13, slots=1]; LP#52: 4 -> 2 -> 7 -> 5 -> 9 [slot=11-11, slots=1]; LP#53: 4 -> 2 -> 6 -> 9 [slot=12-12, slots=1] | IP 3->1 maps OPT 9->0: LP#55: 9 -> 6 -> 2 -> 4 -> 0 [slot=9-9, slots=1]; LP#57: 9 -> 6 -> 1 -> 8 -> 4 -> 0 [slot=19-19, slots=1]; LP#58: 9 -> 6 -> 2 -> 4 -> 0 [slot=13-13, slots=1] | IP 1->5 maps OPT 0->5: LP#43: 0 -> 4 -> 2 -> 6 -> 1 -> 5 [slot=7-7, slots=1]; LP#45: 0 -> 4 -> 8 -> 1 -> 5 [slot=8-8, slots=1]; LP#47: 0 -> 4 -> 2 -> 7 -> 8 -> 1 -> 5 [slot=9-9, slots=1] | IP 5->4 maps OPT 5->6: LP#28: 5 -> 1 -> 8 -> 7 -> 2 -> 6 [slot=10-10, slots=1]; LP#32: 5 -> 7 -> 2 -> 6 [slot=8-8, slots=1]"
20,20042,lns,d12,20,5,0,5,1,5 -> 4 -> 3 -> 0,5 -> 6 -> 9 -> 1,"IP 5->4 maps OPT 5->6: LP#28: 5 -> 1 -> 8 -> 7 -> 2 -> 6 [slot=10-10, slots=1]; LP#32: 5 -> 7 -> 2 -> 6 [slot=8-8, slots=1] | IP 4->3 maps OPT 6->9: LP#48: 6 -> 1 -> 8 -> 4 -> 2 -> 7 -> 5 -> 9 [slot=16-16, slots=1]; LP#49: 6 -> 2 -> 7 -> 5 -> 9 [slot=10-10, slots=1]; LP#50: 6 -> 2 -> 4 -> 8 -> 7 -> 5 -> 9 [slot=17-17, slots=1] | IP 3->0 maps OPT 9->1: LP#63: 9 -> 5 -> 1 [slot=2-2, slots=1]; LP#64: 9 -> 5 -> 1 [slot=5-5, slots=1]"
20,20042,lns,d13,61,3,5,9,5,3 -> 1 -> 5,9 -> 0 -> 5,"IP 3->1 maps OPT 9->0: LP#55: 9 -> 6 -> 2 -> 4 -> 0 [slot=9-9, slots=1]; LP#57: 9 -> 6 -> 1 -> 8 -> 4 -> 0 [slot=19-19, slots=1]; LP#58: 9 -> 6 -> 2 -> 4 -> 0 [slot=13-13, slots=1] | IP 1->5 maps OPT 0->5: LP#43: 0 -> 4 -> 2 -> 6 -> 1 -> 5 [slot=7-7, slots=1]; LP#45: 0 -> 4 -> 8 -> 1 -> 5 [slot=8-8, slots=1]; LP#47: 0 -> 4 -> 2 -> 7 -> 8 -> 1 -> 5 [slot=9-9, slots=1]"
20,20042,lns,d14,39,1,3,0,9,1 -> 3,0 -> 9,"IP 1->3 maps OPT 0->9: LP#7: 0 -> 4 -> 2 -> 6 -> 1 -> 5 -> 9 [slot=1-1, slots=1]; LP#8: 0 -> 4 -> 2 -> 7 -> 5 -> 9 [slot=2-2, slots=1]; LP#9: 0 -> 4 -> 2 -> 6 -> 9 [slot=3-3, slots=1]"
20,20042,lns,d15,67,0,1,1,0,0 -> 3 -> 1,1 -> 9 -> 0,"IP 0->3 maps OPT 1->9: LP#18: 1 -> 8 -> 7 -> 3 -> 6 -> 9 [slot=2-2, slots=1]; LP#20: 1 -> 5 -> 7 -> 3 -> 6 -> 9 [slot=4-4, slots=1]; LP#21: 1 -> 5 -> 7 -> 3 -> 6 -> 9 [slot=5-5, slots=1]; LP#22: 1 -> 8 -> 7 -> 5 -> 9 [slot=8-8, slots=1] | IP 3->1 maps OPT 9->0: LP#55: 9 -> 6 -> 2 -> 4 -> 0 [slot=9-9, slots=1]; LP#57: 9 -> 6 -> 1 -> 8 -> 4 -> 0 [slot=19-19, slots=1]; LP#58: 9 -> 6 -> 2 -> 4 -> 0 [slot=13-13, slots=1]"
20,20042,lns,d16,78,4,2,6,4,4 -> 3 -> 2,6 -> 9 -> 4,"IP 4->3 maps OPT 6->9: LP#48: 6 -> 1 -> 8 -> 4 -> 2 -> 7 -> 5 -> 9 [slot=16-16, slots=1]; LP#49: 6 -> 2 -> 7 -> 5 -> 9 [slot=10-10, slots=1]; LP#50: 6 -> 2 -> 4 -> 8 -> 7 -> 5 -> 9 [slot=17-17, slots=1] | IP 3->2 maps OPT 9->4: LP#39: 9 -> 6 -> 1 -> 8 -> 4 [slot=5-5, slots=1]; LP#40: 9 -> 5 -> 1 -> 6 -> 2 -> 4 [slot=8-8, slots=1]; LP#41: 9 -> 5 -> 1 -> 8 -> 4 [slot=14-14, slots=1]"
20,20042,lns,d17,98,5,1,5,0,5 -> 1,5 -> 0,"IP 5->1 maps OPT 5->0: LP#4: 5 -> 7 -> 2 -> 4 -> 0 [slot=2-2, slots=1]; LP#5: 5 -> 1 -> 8 -> 4 -> 0 [slot=3-3, slots=1]"
20,20042,lns,d18,72,3,0,9,1,3 -> 0,9 -> 1,"IP 3->0 maps OPT 9->1: LP#63: 9 -> 5 -> 1 [slot=2-2, slots=1]; LP#64: 9 -> 5 -> 1 [slot=5-5, slots=1]"
20,20042,lns,d19,70,1,5,0,5,1 -> 5,0 -> 5,"IP 1->5 maps OPT 0->5: LP#43: 0 -> 4 -> 2 -> 6 -> 1 -> 5 [slot=7-7, slots=1]; LP#45: 0 -> 4 -> 8 -> 1 -> 5 [slot=8-8, slots=1]; LP#47: 0 -> 4 -> 2 -> 7 -> 8 -> 1 -> 5 [slot=9-9, slots=1]"
25,25042,initial,d0,45,5,4,5,6,5 -> 0 -> 4,5 -> 1 -> 6,"IP 5->0 maps OPT 5->1: LP#0: 5 -> 9 -> 6 -> 2 -> 4 -> 8 -> 1 [slot=0-0, slots=1]; LP#1: 5 -> 7 -> 8 -> 4 -> 2 -> 6 -> 1 [slot=0-0, slots=1]; LP#2: 5 -> 7 -> 2 -> 6 -> 1 [slot=1-1, slots=1]; LP#3: 5 -> 9 -> 6 -> 2 -> 7 -> 8 -> 1 [slot=1-1, slots=1]; LP#4: 5 -> 7 -> 3 -> 6 -> 1 [slot=2-2, slots=1] | IP 0->4 maps OPT 1->6: LP#5: 1 -> 5 -> 7 -> 8 -> 4 -> 2 -> 6 [slot=3-3, slots=1]; LP#6: 1 -> 8 -> 7 -> 3 -> 6 [slot=0-0, slots=1]; LP#7: 1 -> 8 -> 7 -> 5 -> 9 -> 6 [slot=2-2, slots=1]"
25,25042,initial,d1,77,3,5,9,5,3 -> 4 -> 0 -> 5,9 -> 6 -> 1 -> 5,"IP 3->4 maps OPT 9->6: LP#8: 9 -> 5 -> 7 -> 8 -> 1 -> 6 [slot=4-4, slots=1]; LP#9: 9 -> 5 -> 7 -> 3 -> 6 [slot=5-5, slots=1] | IP 4->0 maps OPT 6->1: LP#10: 6 -> 2 -> 4 -> 8 -> 7 -> 5 -> 1 [slot=3-3, slots=1]; LP#11: 6 -> 9 -> 5 -> 7 -> 8 -> 1 [slot=6-6, slots=1]; LP#12: 6 -> 1 [slot=3-3, slots=1]; LP#13: 6 -> 2 -> 7 -> 8 -> 1 [slot=2-2, slots=1]; LP#14: 6 -> 3 -> 7 -> 5 -> 1 [slot=0-0, slots=1]; LP#15: 6 -> 9 -> 5 -> 7 -> 8 -> 1 [slot=7-7, slots=1] | IP 0->5 maps OPT 1->5: LP#16: 1 -> 6 -> 9 -> 5 [slot=0-0, slots=1]; LP#17: 1 -> 6 -> 3 -> 7 -> 5 [slot=1-1, slots=1]; LP#18: 1 -> 5 [slot=0-0, slots=1]; LP#19: 1 -> 5 [slot=1-1, slots=1]; LP#20: 1 -> 6 -> 9 -> 5 [slot=2-2, slots=1]; LP#21: 1 -> 6 -> 2 -> 4 -> 8 -> 7 -> 5 [slot=5-5, slots=1]"
25,25042,initial,d2,71,1,3,0,9,1 -> 5 -> 0 -> 3,0 -> 5 -> 1 -> 9,"IP 1->5 maps OPT 0->5: LP#22: 0 -> 4 -> 8 -> 7 -> 5 [slot=4-4, slots=1]; LP#23: 0 -> 4 -> 2 -> 7 -> 8 -> 1 -> 5 [slot=5-5, slots=1]; LP#24: 0 -> 4 -> 2 -> 6 -> 9 -> 5 [slot=8-8, slots=1]; LP#25: 0 -> 4 -> 2 -> 7 -> 5 [slot=6-6, slots=1]; LP#26: 0 -> 4 -> 2 -> 6 -> 1 -> 5 [slot=7-7, slots=1]; LP#27: 0 -> 4 -> 2 -> 6 -> 1 -> 5 [slot=9-9, slots=1]; LP#28: 0 -> 4 -> 8 -> 7 -> 2 -> 6 -> 1 -> 5 [slot=10-10, slots=1] | IP 5->0 maps OPT 5->1: LP#0: 5 -> 9 -> 6 -> 2 -> 4 -> 8 -> 1 [slot=0-0, slots=1]; LP#1: 5 -> 7 -> 8 -> 4 -> 2 -> 6 -> 1 [slot=0-0, slots=1]; LP#2: 5 -> 7 -> 2 -> 6 -> 1 [slot=1-1, slots=1]; LP#3: 5 -> 9 -> 6 -> 2 -> 7 -> 8 -> 1 [slot=1-1, slots=1]; LP#4: 5 -> 7 -> 3 -> 6 -> 1 [slot=2-2, slots=1] | IP 0->3 maps OPT 1->9: LP#29: 1 -> 6 -> 3 -> 7 -> 5 -> 9 [slot=7-7, slots=1]; LP#30: 1 -> 8 -> 7 -> 5 -> 9 [slot=8-8, slots=1]; LP#31: 1 -> 5 -> 9 [slot=4-4, slots=1]; LP#32: 1 -> 8 -> 7 -> 3 -> 6 -> 9 [slot=1-1, slots=1]; LP#33: 1 -> 8 -> 7 -> 5 -> 9 [slot=9-9, slots=1]; LP#34: 1 -> 8 -> 4 -> 2 -> 6 -> 9 [slot=4-4, slots=1]; LP#35: 1 -> 8 -> 7 -> 2 -> 6 -> 9 [slot=11-11, slots=1]"
25,25042,initial,d3,99,0,2,1,4,0 -> 5 -> 1 -> 3 -> 2,1 -> 5 -> 0 -> 9 -> 4,"IP 0->5 maps OPT 1->5: LP#16: 1 -> 6 -> 9 -> 5 [slot=0-0, slots=1]; LP#17: 1 -> 6 -> 3 -> 7 -> 5 [slot=1-1, slots=1]; LP#18: 1 -> 5 [slot=0-0, slots=1]; LP#19: 1 -> 5 [slot=1-1, slots=1]; LP#20: 1 -> 6 -> 9 -> 5 [slot=2-2, slots=1]; LP#21: 1 -> 6 -> 2 -> 4 -> 8 -> 7 -> 5 [slot=5-5, slots=1] | IP 5->1 maps OPT 5->0: LP#36: 5 -> 1 -> 6 -> 2 -> 4 -> 0 [slot=6-6, slots=1]; LP#37: 5 -> 1 -> 6 -> 2 -> 4 -> 0 [slot=8-8, slots=1]; LP#38: 5 -> 1 -> 8 -> 7 -> 2 -> 4 -> 0 [slot=7-7, slots=1]; LP#39: 5 -> 9 -> 6 -> 2 -> 4 -> 0 [slot=10-10, slots=1]; LP#40: 5 -> 1 -> 6 -> 3 -> 7 -> 8 -> 4 -> 0 [slot=9-9, slots=1]; LP#41: 5 -> 1 -> 6 -> 3 -> 7 -> 8 -> 4 -> 0 [slot=11-11, slots=1] | IP 1->3 maps OPT 0->9: LP#42: 0 -> 4 -> 2 -> 7 -> 8 -> 1 -> 5 -> 9 [slot=12-12, slots=1]; LP#43: 0 -> 4 -> 8 -> 7 -> 2 -> 6 -> 9 [slot=13-13, slots=1]; LP#44: 0 -> 4 -> 2 -> 7 -> 5 -> 9 [slot=11-11, slots=1]; LP#45: 0 -> 4 -> 2 -> 7 -> 8 -> 1 -> 5 -> 9 [slot=14-14, slots=1]; LP#46: 0 -> 4 -> 2 -> 7 -> 3 -> 6 -> 9 [slot=15-15, slots=1]; LP#47: 0 -> 4 -> 2 -> 7 -> 8 -> 1 -> 5 -> 9 [slot=16-16, slots=1]; LP#48: 0 -> 4 -> 2 -> 7 -> 3 -> 6 -> 9 [slot=17-17, slots=1] | IP 3->2 maps OPT 9->4: LP#49: 9 -> 5 -> 1 -> 6 -> 2 -> 4 [slot=12-12, slots=1]; LP#50: 9 -> 6 -> 1 -> 8 -> 4 [slot=5-5, slots=1]; LP#51: 9 -> 6 -> 1 -> 8 -> 4 [slot=6-6, slots=1]; LP#52: 9 -> 5 -> 1 -> 8 -> 7 -> 2 -> 4 [slot=14-14, slots=1]; LP#53: 9 -> 6 -> 1 -> 8 -> 7 -> 2 -> 4 [slot=15-15, slots=1]; LP#54: 9 -> 6 -> 1 -> 8 -> 7 -> 2 -> 4 [slot=16-16, slots=1]; LP#55: 9 -> 5 -> 1 -> 8 -> 4 [slot=10-10, slots=1]; LP#56: 9 -> 6 -> 1 -> 8 -> 7 -> 2 -> 4 [slot=17-17, slots=1]; LP#57: 9 -> 5 -> 7 -> 2 -> 4 [slot=9-9, slots=1]"
25,25042,initial,d4,29,5,4,5,6,5 -> 1 -> 3 -> 0 -> 4,5 -> 0 -> 9 -> 1 -> 6,"IP 5->1 maps OPT 5->0: LP#36: 5 -> 1 -> 6 -> 2 -> 4 -> 0 [slot=6-6, slots=1]; LP#37: 5 -> 1 -> 6 -> 2 -> 4 -> 0 [slot=8-8, slots=1]; LP#38: 5 -> 1 -> 8 -> 7 -> 2 -> 4 -> 0 [slot=7-7, slots=1]; LP#39: 5 -> 9 -> 6 -> 2 -> 4 -> 0 [slot=10-10, slots=1]; LP#40: 5 -> 1 -> 6 -> 3 -> 7 -> 8 -> 4 -> 0 [slot=9-9, slots=1]; LP#41: 5 -> 1 -> 6 -> 3 -> 7 -> 8 -> 4 -> 0 [slot=11-11, slots=1] | IP 1->3 maps OPT 0->9: LP#42: 0 -> 4 -> 2 -> 7 -> 8 -> 1 -> 5 -> 9 [slot=12-12, slots=1]; LP#43: 0 -> 4 -> 8 -> 7 -> 2 -> 6 -> 9 [slot=13-13, slots=1]; LP#44: 0 -> 4 -> 2 -> 7 -> 5 -> 9 [slot=11-11, slots=1]; LP#45: 0 -> 4 -> 2 -> 7 -> 8 -> 1 -> 5 -> 9 [slot=14-14, slots=1]; LP#46: 0 -> 4 -> 2 -> 7 -> 3 -> 6 -> 9 [slot=15-15, slots=1]; LP#47: 0 -> 4 -> 2 -> 7 -> 8 -> 1 -> 5 -> 9 [slot=16-16, slots=1]; LP#48: 0 -> 4 -> 2 -> 7 -> 3 -> 6 -> 9 [slot=17-17, slots=1] | IP 3->0 maps OPT 9->1: LP#58: 9 -> 5 -> 1 [slot=1-1, slots=1]; LP#59: 9 -> 5 -> 7 -> 8 -> 1 [slot=13-13, slots=1]; LP#60: 9 -> 6 -> 2 -> 4 -> 8 -> 1 [slot=11-11, slots=1] | IP 0->4 maps OPT 1->6: LP#5: 1 -> 5 -> 7 -> 8 -> 4 -> 2 -> 6 [slot=3-3, slots=1]; LP#6: 1 -> 8 -> 7 -> 3 -> 6 [slot=0-0, slots=1]; LP#7: 1 -> 8 -> 7 -> 5 -> 9 -> 6 [slot=2-2, slots=1]"
25,25042,initial,d5,53,1,0,0,1,1 -> 5 -> 4 -> 3 -> 0,0 -> 5 -> 6 -> 9 -> 1,"IP 1->5 maps OPT 0->5: LP#22: 0 -> 4 -> 8 -> 7 -> 5 [slot=4-4, slots=1]; LP#23: 0 -> 4 -> 2 -> 7 -> 8 -> 1 -> 5 [slot=5-5, slots=1]; LP#24: 0 -> 4 -> 2 -> 6 -> 9 -> 5 [slot=8-8, slots=1]; LP#25: 0 -> 4 -> 2 -> 7 -> 5 [slot=6-6, slots=1]; LP#26: 0 -> 4 -> 2 -> 6 -> 1 -> 5 [slot=7-7, slots=1]; LP#27: 0 -> 4 -> 2 -> 6 -> 1 -> 5 [slot=9-9, slots=1]; LP#28: 0 -> 4 -> 8 -> 7 -> 2 -> 6 -> 1 -> 5 [slot=10-10, slots=1] | IP 5->4 maps OPT 5->6: LP#61: 5 -> 9 -> 6 [slot=3-3, slots=1]; LP#62: 5 -> 1 -> 6 [slot=13-13, slots=1]; LP#63: 5 -> 1 -> 8 -> 4 -> 2 -> 6 [slot=18-18, slots=1]; LP#64: 5 -> 1 -> 8 -> 4 -> 2 -> 6 [slot=19-19, slots=1] | IP 4->3 maps OPT 6->9: LP#65: 6 -> 2 -> 4 -> 8 -> 1 -> 5 -> 9 [slot=18-18, slots=1]; LP#66: 6 -> 2 -> 4 -> 8 -> 7 -> 5 -> 9 [slot=19-19, slots=1]; LP#67: 6 -> 3 -> 7 -> 5 -> 9 [slot=13-13, slots=1]; LP#68: 6 -> 2 -> 7 -> 8 -> 1 -> 5 -> 9 [slot=20-20, slots=1]; LP#69: 6 -> 1 -> 8 -> 4 -> 2 -> 7 -> 5 -> 9 [slot=21-21, slots=1] | IP 3->0 maps OPT 9->1: LP#58: 9 -> 5 -> 1 [slot=1-1, slots=1]; LP#59: 9 -> 5 -> 7 -> 8 -> 1 [slot=13-13, slots=1]; LP#60: 9 -> 6 -> 2 -> 4 -> 8 -> 1 [slot=11-11, slots=1]"
25,25042,initial,d6,75,1,3,0,9,1 -> 5 -> 0 -> 4 -> 3,0 -> 5 -> 1 -> 6 -> 9,"IP 1->5 maps OPT 0->5: LP#22: 0 -> 4 -> 8 -> 7 -> 5 [slot=4-4, slots=1]; LP#23: 0 -> 4 -> 2 -> 7 -> 8 -> 1 -> 5 [slot=5-5, slots=1]; LP#24: 0 -> 4 -> 2 -> 6 -> 9 -> 5 [slot=8-8, slots=1]; LP#25: 0 -> 4 -> 2 -> 7 -> 5 [slot=6-6, slots=1]; LP#26: 0 -> 4 -> 2 -> 6 -> 1 -> 5 [slot=7-7, slots=1]; LP#27: 0 -> 4 -> 2 -> 6 -> 1 -> 5 [slot=9-9, slots=1]; LP#28: 0 -> 4 -> 8 -> 7 -> 2 -> 6 -> 1 -> 5 [slot=10-10, slots=1] | IP 5->0 maps OPT 5->1: LP#0: 5 -> 9 -> 6 -> 2 -> 4 -> 8 -> 1 [slot=0-0, slots=1]; LP#1: 5 -> 7 -> 8 -> 4 -> 2 -> 6 -> 1 [slot=0-0, slots=1]; LP#2: 5 -> 7 -> 2 -> 6 -> 1 [slot=1-1, slots=1]; LP#3: 5 -> 9 -> 6 -> 2 -> 7 -> 8 -> 1 [slot=1-1, slots=1]; LP#4: 5 -> 7 -> 3 -> 6 -> 1 [slot=2-2, slots=1] | IP 0->4 maps OPT 1->6: LP#5: 1 -> 5 -> 7 -> 8 -> 4 -> 2 -> 6 [slot=3-3, slots=1]; LP#6: 1 -> 8 -> 7 -> 3 -> 6 [slot=0-0, slots=1]; LP#7: 1 -> 8 -> 7 -> 5 -> 9 -> 6 [slot=2-2, slots=1] | IP 4->3 maps OPT 6->9: LP#65: 6 -> 2 -> 4 -> 8 -> 1 -> 5 -> 9 [slot=18-18, slots=1]; LP#66: 6 -> 2 -> 4 -> 8 -> 7 -> 5 -> 9 [slot=19-19, slots=1]; LP#67: 6 -> 3 -> 7 -> 5 -> 9 [slot=13-13, slots=1]; LP#68: 6 -> 2 -> 7 -> 8 -> 1 -> 5 -> 9 [slot=20-20, slots=1]; LP#69: 6 -> 1 -> 8 -> 4 -> 2 -> 7 -> 5 -> 9 [slot=21-21, slots=1]"
25,25042,initial,d7,65,5,0,5,1,5 -> 1 -> 3 -> 0,5 -> 0 -> 9 -> 1,"IP 5->1 maps OPT 5->0: LP#36: 5 -> 1 -> 6 -> 2 -> 4 -> 0 [slot=6-6, slots=1]; LP#37: 5 -> 1 -> 6 -> 2 -> 4 -> 0 [slot=8-8, slots=1]; LP#38: 5 -> 1 -> 8 -> 7 -> 2 -> 4 -> 0 [slot=7-7, slots=1]; LP#39: 5 -> 9 -> 6 -> 2 -> 4 -> 0 [slot=10-10, slots=1]; LP#40: 5 -> 1 -> 6 -> 3 -> 7 -> 8 -> 4 -> 0 [slot=9-9, slots=1]; LP#41: 5 -> 1 -> 6 -> 3 -> 7 -> 8 -> 4 -> 0 [slot=11-11, slots=1] | IP 1->3 maps OPT 0->9: LP#42: 0 -> 4 -> 2 -> 7 -> 8 -> 1 -> 5 -> 9 [slot=12-12, slots=1]; LP#43: 0 -> 4 -> 8 -> 7 -> 2 -> 6 -> 9 [slot=13-13, slots=1]; LP#44: 0 -> 4 -> 2 -> 7 -> 5 -> 9 [slot=11-11, slots=1]; LP#45: 0 -> 4 -> 2 -> 7 -> 8 -> 1 -> 5 -> 9 [slot=14-14, slots=1]; LP#46: 0 -> 4 -> 2 -> 7 -> 3 -> 6 -> 9 [slot=15-15, slots=1]; LP#47: 0 -> 4 -> 2 -> 7 -> 8 -> 1 -> 5 -> 9 [slot=16-16, slots=1]; LP#48: 0 -> 4 -> 2 -> 7 -> 3 -> 6 -> 9 [slot=17-17, slots=1] | IP 3->0 maps OPT 9->1: LP#58: 9 -> 5 -> 1 [slot=1-1, slots=1]; LP#59: 9 -> 5 -> 7 -> 8 -> 1 [slot=13-13, slots=1]; LP#60: 9 -> 6 -> 2 -> 4 -> 8 -> 1 [slot=11-11, slots=1]"
25,25042,initial,d8,44,1,0,0,1,1 -> 5 -> 4 -> 0,0 -> 5 -> 6 -> 1,"IP 1->5 maps OPT 0->5: LP#22: 0 -> 4 -> 8 -> 7 -> 5 [slot=4-4, slots=1]; LP#23: 0 -> 4 -> 2 -> 7 -> 8 -> 1 -> 5 [slot=5-5, slots=1]; LP#24: 0 -> 4 -> 2 -> 6 -> 9 -> 5 [slot=8-8, slots=1]; LP#25: 0 -> 4 -> 2 -> 7 -> 5 [slot=6-6, slots=1]; LP#26: 0 -> 4 -> 2 -> 6 -> 1 -> 5 [slot=7-7, slots=1]; LP#27: 0 -> 4 -> 2 -> 6 -> 1 -> 5 [slot=9-9, slots=1]; LP#28: 0 -> 4 -> 8 -> 7 -> 2 -> 6 -> 1 -> 5 [slot=10-10, slots=1] | IP 5->4 maps OPT 5->6: LP#61: 5 -> 9 -> 6 [slot=3-3, slots=1]; LP#62: 5 -> 1 -> 6 [slot=13-13, slots=1]; LP#63: 5 -> 1 -> 8 -> 4 -> 2 -> 6 [slot=18-18, slots=1]; LP#64: 5 -> 1 -> 8 -> 4 -> 2 -> 6 [slot=19-19, slots=1] | IP 4->0 maps OPT 6->1: LP#10: 6 -> 2 -> 4 -> 8 -> 7 -> 5 -> 1 [slot=3-3, slots=1]; LP#11: 6 -> 9 -> 5 -> 7 -> 8 -> 1 [slot=6-6, slots=1]; LP#12: 6 -> 1 [slot=3-3, slots=1]; LP#13: 6 -> 2 -> 7 -> 8 -> 1 [slot=2-2, slots=1]; LP#14: 6 -> 3 -> 7 -> 5 -> 1 [slot=0-0, slots=1]; LP#15: 6 -> 9 -> 5 -> 7 -> 8 -> 1 [slot=7-7, slots=1]"
25,25042,initial,d9,32,4,2,6,4,4 -> 0 -> 3 -> 2,6 -> 1 -> 9 -> 4,"IP 4->0 maps OPT 6->1: LP#10: 6 -> 2 -> 4 -> 8 -> 7 -> 5 -> 1 [slot=3-3, slots=1]; LP#11: 6 -> 9 -> 5 -> 7 -> 8 -> 1 [slot=6-6, slots=1]; LP#12: 6 -> 1 [slot=3-3, slots=1]; LP#13: 6 -> 2 -> 7 -> 8 -> 1 [slot=2-2, slots=1]; LP#14: 6 -> 3 -> 7 -> 5 -> 1 [slot=0-0, slots=1]; LP#15: 6 -> 9 -> 5 -> 7 -> 8 -> 1 [slot=7-7, slots=1] | IP 0->3 maps OPT 1->9: LP#29: 1 -> 6 -> 3 -> 7 -> 5 -> 9 [slot=7-7, slots=1]; LP#30: 1 -> 8 -> 7 -> 5 -> 9 [slot=8-8, slots=1]; LP#31: 1 -> 5 -> 9 [slot=4-4, slots=1]; LP#32: 1 -> 8 -> 7 -> 3 -> 6 -> 9 [slot=1-1, slots=1]; LP#33: 1 -> 8 -> 7 -> 5 -> 9 [slot=9-9, slots=1]; LP#34: 1 -> 8 -> 4 -> 2 -> 6 -> 9 [slot=4-4, slots=1]; LP#35: 1 -> 8 -> 7 -> 2 -> 6 -> 9 [slot=11-11, slots=1] | IP 3->2 maps OPT 9->4: LP#49: 9 -> 5 -> 1 -> 6 -> 2 -> 4 [slot=12-12, slots=1]; LP#50: 9 -> 6 -> 1 -> 8 -> 4 [slot=5-5, slots=1]; LP#51: 9 -> 6 -> 1 -> 8 -> 4 [slot=6-6, slots=1]; LP#52: 9 -> 5 -> 1 -> 8 -> 7 -> 2 -> 4 [slot=14-14, slots=1]; LP#53: 9 -> 6 -> 1 -> 8 -> 7 -> 2 -> 4 [slot=15-15, slots=1]; LP#54: 9 -> 6 -> 1 -> 8 -> 7 -> 2 -> 4 [slot=16-16, slots=1]; LP#55: 9 -> 5 -> 1 -> 8 -> 4 [slot=10-10, slots=1]; LP#56: 9 -> 6 -> 1 -> 8 -> 7 -> 2 -> 4 [slot=17-17, slots=1]; LP#57: 9 -> 5 -> 7 -> 2 -> 4 [slot=9-9, slots=1]"
